date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:45:52	159229/159229	---M--	200	added ('OK')	image/png	etag:%2281b651faaca4318101981379e5007f51%22	https://d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/rowville/uploads/Amalfi_Chips.png	C:/Users/Sumair%20Shah/Desktop/rest/Extract/d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/rowville/uploads/Amalfi_Chips.png	(from https://amalfipizza.com.au/)
23:45:53	149840/149840	---M--	200	added ('OK')	image/png	etag:%222fa7e39a33a540245f576a6dd05bbb32%22	https://d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/rowville/uploads/Amalfi_Onion_Rings__10_Pieces_.png	C:/Users/Sumair%20Shah/Desktop/rest/Extract/d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/rowville/uploads/Amalfi_Onion_Rings__10_Pieces_.png	(from https://amalfipizza.com.au/)
23:45:54	126172/126172	---M--	200	added ('OK')	image/png	etag:%22850453ea6487eeb4e6fa927a7db10fa9%22	https://d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/rowville/uploads/Amalfi_Chocolate_Mousse.png	C:/Users/Sumair%20Shah/Desktop/rest/Extract/d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/rowville/uploads/Amalfi_Chocolate_Mousse.png	(from https://amalfipizza.com.au/)
23:45:55	191111/191111	---M--	200	added ('OK')	image/png	etag:%2266f8122fe49225d243134c82476862b9%22	https://d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/rowville/uploads/Amalfi_Donut_Fries.png	C:/Users/Sumair%20Shah/Desktop/rest/Extract/d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/rowville/uploads/Amalfi_Donut_Fries.png	(from https://amalfipizza.com.au/)
23:45:56	85930/85930	---M--	200	added ('OK')	image/png	etag:%22d2b0431819b0cf6ebef52257fd4a1ff7%22	https://d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/rowville/uploads/Amalfi_Maxibon_Ice_Cream.png	C:/Users/Sumair%20Shah/Desktop/rest/Extract/d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/rowville/uploads/Amalfi_Maxibon_Ice_Cream.png	(from https://amalfipizza.com.au/)
23:45:56	59860/59860	---M--	200	added ('OK')	image/png	etag:%221d7d72e1fe80e5f86bbc8365fc4d3d4c%22	https://d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/rowville/uploads/Amalfi_Cadbury_Ice_Cream_Stick.png	C:/Users/Sumair%20Shah/Desktop/rest/Extract/d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/rowville/uploads/Amalfi_Cadbury_Ice_Cream_Stick.png	(from https://amalfipizza.com.au/)
23:45:57	125755/125755	---M--	200	added ('OK')	image/png	etag:%22145d98e81399044bd3945d815da55406%22	https://d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/rowville/uploads/Amalfi_Cadbury_460mL_Ice_Cream.png	C:/Users/Sumair%20Shah/Desktop/rest/Extract/d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/rowville/uploads/Amalfi_Cadbury_460mL_Ice_Cream.png	(from https://amalfipizza.com.au/)
23:45:58	58235/58235	---M--	200	added ('OK')	image/png	etag:%22604c6afaa6d56fb4738953073d0258da%22	https://d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/rowville/uploads/Amalfi_Connoisseur_Ice_Cream_Stick.png	C:/Users/Sumair%20Shah/Desktop/rest/Extract/d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/rowville/uploads/Amalfi_Connoisseur_Ice_Cream_Stick.png	(from https://amalfipizza.com.au/)
23:45:59	73337/73337	---M--	200	added ('OK')	image/png	etag:%223ff5a0e47f37f2d8b0a3468ad336112c%22	https://d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/rowville/uploads/Amalfi_Connoisseur_470mL_Ice_Cream.png	C:/Users/Sumair%20Shah/Desktop/rest/Extract/d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/rowville/uploads/Amalfi_Connoisseur_470mL_Ice_Cream.png	(from https://amalfipizza.com.au/)
23:46:00	68457/68457	---M--	200	added ('OK')	image/png	etag:%22c0350b0e8eb118ae59a362b36d2ceab7%22	https://d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/rowville/uploads/Amalfi_Connoisseur_1L_Ice_Cream.png	C:/Users/Sumair%20Shah/Desktop/rest/Extract/d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/rowville/uploads/Amalfi_Connoisseur_1L_Ice_Cream.png	(from https://amalfipizza.com.au/)
23:46:01	63063/63063	---M--	200	added ('OK')	image/png	etag:%22123c47dd95944bf44402b0c4a015fc94%22	https://d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/rowville/uploads/Amalfi_Drumstick_Ice_Cream.png	C:/Users/Sumair%20Shah/Desktop/rest/Extract/d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/rowville/uploads/Amalfi_Drumstick_Ice_Cream.png	(from https://amalfipizza.com.au/)
23:46:02	86096/86096	---M--	200	added ('OK')	image/png	etag:%226a7f573d6c320f1adc849d92b6e23520%22	https://d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/rowville/uploads/Amalfi_Gelato_500mL.png	C:/Users/Sumair%20Shah/Desktop/rest/Extract/d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/rowville/uploads/Amalfi_Gelato_500mL.png	(from https://amalfipizza.com.au/)
23:46:03	38390/38390	---M--	200	added ('OK')	image/png	etag:%22faeebcb4235144a0536b3d697e1a0645%22	https://d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/rowville/uploads/Amalfi_Lifesavers_Stick.png	C:/Users/Sumair%20Shah/Desktop/rest/Extract/d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/rowville/uploads/Amalfi_Lifesavers_Stick.png	(from https://amalfipizza.com.au/)
23:46:04	38301/38301	---M--	200	added ('OK')	image/png	etag:%229e3fd34d15338596015c6eed17fe6b1b%22	https://d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/rowville/uploads/Amalfi_1.1L_Lemonade_-_Zero_Sugar.png	C:/Users/Sumair%20Shah/Desktop/rest/Extract/d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/rowville/uploads/Amalfi_1.1L_Lemonade_-_Zero_Sugar.png	(from https://amalfipizza.com.au/)
23:46:04	49774/49774	---M--	200	added ('OK')	image/png	etag:%228cbfd8be235679297bb47a770f23da70%22	https://d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/rowville/uploads/Amalfi_Solo_Lemon_1.25L_-_Zero_Sugar.png	C:/Users/Sumair%20Shah/Desktop/rest/Extract/d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/rowville/uploads/Amalfi_Solo_Lemon_1.25L_-_Zero_Sugar.png	(from https://amalfipizza.com.au/)
23:46:05	44962/44962	---M--	200	added ('OK')	image/png	etag:%22947ad53da087434c2564fb62a4c81e53%22	https://d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/rowville/uploads/Amalfi_Sunkist_1.25L_-_Zero_Sugar.png	C:/Users/Sumair%20Shah/Desktop/rest/Extract/d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/rowville/uploads/Amalfi_Sunkist_1.25L_-_Zero_Sugar.png	(from https://amalfipizza.com.au/)
23:46:06	69545/69545	---M--	200	added ('OK')	image/png	etag:%224e58a5d9641d880d964ea4ba92919201%22	https://d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/rowville/uploads/Amalfi_375mL_Can.png	C:/Users/Sumair%20Shah/Desktop/rest/Extract/d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/rowville/uploads/Amalfi_375mL_Can.png	(from https://amalfipizza.com.au/)
23:46:07	37814/37814	---M--	200	added ('OK')	image/png	etag:%22fe45914f1140029a454f136f40ab05ac%22	https://d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/rowville/uploads/Amalfi_Water_600mL.png	C:/Users/Sumair%20Shah/Desktop/rest/Extract/d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/rowville/uploads/Amalfi_Water_600mL.png	(from https://amalfipizza.com.au/)
23:46:08	60840/60840	---M--	200	added ('OK')	image/png	etag:%224f05bb3d56bb40b49d0a494e0c06eb70%22	https://d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/rowville/uploads/Amalfi_250mL_Red_Bull.png	C:/Users/Sumair%20Shah/Desktop/rest/Extract/d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/rowville/uploads/Amalfi_250mL_Red_Bull.png	(from https://amalfipizza.com.au/)
23:46:11	1871/1871	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2018:46:11%20GMT	https://amalfipizza.com.au/core/mybasket.php	C:/Users/Sumair%20Shah/Desktop/rest/Extract/amalfipizza.com.au/core/mybasket.html	(from https://amalfipizza.com.au/)
23:46:12	301/301	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2018:46:13%20GMT	https://amalfipizza.com.au/core/view_customer_details.php	C:/Users/Sumair%20Shah/Desktop/rest/Extract/amalfipizza.com.au/core/view_customer_details.html	(from https://amalfipizza.com.au/)
23:46:13	6568/6568	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Apr%202021%2006:28:19%20GMT	https://amalfipizza.com.au/images/ajax-loader.gif	C:/Users/Sumair%20Shah/Desktop/rest/Extract/amalfipizza.com.au/images/ajax-loader.gif	(from https://amalfipizza.com.au/)
23:46:14	0/0	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2018:46:15%20GMT	https://amalfipizza.com.au/core/ajax/get_halfhalf_selections_popup.php?size_group=	C:/Users/Sumair%20Shah/Desktop/rest/Extract/amalfipizza.com.au/core/ajax/get_halfhalf_selections_popup02c4.html	(from https://amalfipizza.com.au/)
23:46:14	2222370/2222370	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2018:46:13%20GMT	https://amalfipizza.com.au/?page=browse	C:/Users/Sumair%20Shah/Desktop/rest/Extract/amalfipizza.com.au/index91d2.html	(from https://amalfipizza.com.au/)
23:46:15	0/0	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2018:46:15%20GMT	https://amalfipizza.com.au/core/ajax/add_half_half.php	C:/Users/Sumair%20Shah/Desktop/rest/Extract/amalfipizza.com.au/core/ajax/add_half_half.html	(from https://amalfipizza.com.au/)
23:46:15	63/63	---MCZ	200	added ('OK')	application/json	date:Mon,%2005%20Aug%202024%2018:46:16%20GMT	https://amalfipizza.com.au/core/ajax/add_special.php	C:/Users/Sumair%20Shah/Desktop/rest/Extract/amalfipizza.com.au/core/ajax/add_special.json	(from https://amalfipizza.com.au/)
23:46:16	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Mon,%2005%20Aug%202024%2018:46:17%20GMT	https://d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/wendouree/images/img6.png	C:/Users/Sumair%20Shah/Desktop/rest/Extract/d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/wendouree/images/img6.png	(from https://amalfipizza.com.au/)
23:46:17	255/255	---MC-	403	error ('Forbidden')	application/xml	date:Mon,%2005%20Aug%202024%2018:46:18%20GMT	https://d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/wendouree/images/img7.png	C:/Users/Sumair%20Shah/Desktop/rest/Extract/d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/wendouree/images/img7.png	(from https://amalfipizza.com.au/)
23:46:18	263/263	---MC-	403	error ('Forbidden')	application/xml	date:Mon,%2005%20Aug%202024%2018:46:19%20GMT	https://d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/wendouree/images/img8.png	C:/Users/Sumair%20Shah/Desktop/rest/Extract/d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/wendouree/images/img8.png	(from https://amalfipizza.com.au/)
23:46:19	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Mon,%2005%20Aug%202024%2018:46:19%20GMT	https://d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/wendouree/images/img9.png	C:/Users/Sumair%20Shah/Desktop/rest/Extract/d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/wendouree/images/img9.png	(from https://amalfipizza.com.au/)
23:46:19	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Mon,%2005%20Aug%202024%2018:46:20%20GMT	https://d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/wendouree/images/menu1.png	C:/Users/Sumair%20Shah/Desktop/rest/Extract/d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/wendouree/images/menu1.png	(from https://amalfipizza.com.au/)
23:46:22	444105/444105	---M--	200	added ('OK')	image/png	etag:%2201aacb253b352e3f36f581d6c6ae4716%22	https://deliverit-vhosts.s3-ap-southeast-2.amazonaws.com/amalfipizza.com.au/niddrie/uploads/download-app2.png	C:/Users/Sumair%20Shah/Desktop/rest/Extract/deliverit-vhosts.s3-ap-southeast-2.amazonaws.com/amalfipizza.com.au/niddrie/uploads/download-app2.png	(from https://amalfipizza.com.au/)
23:46:22	186093/186093	---M--	200	added ('OK')	image/png	etag:%22081e7724e6f376d5b9c9b69945d790cc%22	https://d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/albury/uploads/allergen.png	C:/Users/Sumair%20Shah/Desktop/rest/Extract/d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/albury/uploads/allergen.png	(from https://amalfipizza.com.au/)
23:46:23	32796/32796	---M--	200	added ('OK')	image/png	etag:%2286c707821f9d87a0e227e6efe54ee468%22	https://deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/img/new_footer/small/mastercard.png	C:/Users/Sumair%20Shah/Desktop/rest/Extract/deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/img/new_footer/small/mastercard.png	(from https://amalfipizza.com.au/)
23:46:24	47906/47906	---M--	200	added ('OK')	image/png	etag:%222ca21cba4fa450a6dd84286dd7b6675d%22	https://deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/img/new_footer/small/visa.png	C:/Users/Sumair%20Shah/Desktop/rest/Extract/deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/img/new_footer/small/visa.png	(from https://amalfipizza.com.au/)
23:46:25	25233/25233	---M--	200	added ('OK')	image/png	etag:%22542e9f835e40cb5aaf6918599c6b9a5e%22	https://deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/img/new_footer/small/paypal.png	C:/Users/Sumair%20Shah/Desktop/rest/Extract/deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/img/new_footer/small/paypal.png	(from https://amalfipizza.com.au/)
23:46:25	19721/19721	---M--	200	added ('OK')	image/png	etag:%22cf0dc5fcd92470dcf3524d76a1832731%22	https://deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/img/new_footer/small/logo-localserves.png	C:/Users/Sumair%20Shah/Desktop/rest/Extract/deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/img/new_footer/small/logo-localserves.png	(from https://amalfipizza.com.au/)
23:46:26	12104/12104	---M--	200	added ('OK')	image/png	etag:%2221704edad694d72caa00873bcaf3c1d8%22	https://deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/img/new_footer/small/logo-new.png	C:/Users/Sumair%20Shah/Desktop/rest/Extract/deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/img/new_footer/small/logo-new.png	(from https://amalfipizza.com.au/)
23:46:27	1695/1695	---M--	200	added ('OK')	image/png	etag:%2237e999db2e73dd82c50a7855eb3a38c2%22	https://deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/img/new_footer/small/facebook.png	C:/Users/Sumair%20Shah/Desktop/rest/Extract/deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/img/new_footer/small/facebook.png	(from https://amalfipizza.com.au/)
23:46:28	2076/2076	---M--	200	added ('OK')	image/png	etag:%2217d98bd5ec524b6784f6a0602d8adc15%22	https://deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/img/new_footer/small/android.png	C:/Users/Sumair%20Shah/Desktop/rest/Extract/deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/img/new_footer/small/android.png	(from https://amalfipizza.com.au/)
23:46:29	2402/2402	---M--	200	added ('OK')	image/png	etag:%22a6f0fe36a7663e4025e613ba878ca274%22	https://deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/img/new_footer/small/ios.png	C:/Users/Sumair%20Shah/Desktop/rest/Extract/deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/img/new_footer/small/ios.png	(from https://amalfipizza.com.au/)
23:46:30	255/255	---MC-	403	error ('Forbidden')	application/xml	date:Mon,%2005%20Aug%202024%2018:46:30%20GMT	https://deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/css/indicator.gif	C:/Users/Sumair%20Shah/Desktop/rest/Extract/deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/css/indicator.b3.delayed	(from https://deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/css/all.css)
23:46:31	327/327	---M--	200	added ('OK')	image/png	date:Wed,%2010%20Jul%202024%2008:51:25%20GMT	https://cdn4.iconfinder.com/data/icons/mayssam/512/down-20.png	C:/Users/Sumair%20Shah/Desktop/rest/Extract/cdn4.iconfinder.com/data/icons/mayssam/512/1355337.png	(from https://deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/css/all.css)
23:46:32	1345/1345	---M--	200	added ('OK')	image/png	etag:%22ff7a19c2e00f902e0992e62c62cc8123%22	https://deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/images/closed.png	C:/Users/Sumair%20Shah/Desktop/rest/Extract/deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/images/closed.png	(from https://deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/css/all.css)
23:46:33	255/255	---MC-	403	error ('Forbidden')	application/xml	date:Mon,%2005%20Aug%202024%2018:46:33%20GMT	https://deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/images/open.png	C:/Users/Sumair%20Shah/Desktop/rest/Extract/deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/images/open.b6.delayed	(from https://deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/css/all.css)
23:46:34	692/692	---M--	200	added ('OK')	image/png	etag:%22bdb83fae44dc64ebebfb7b8e954f12eb%22	https://deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/img/check_desktop.png	C:/Users/Sumair%20Shah/Desktop/rest/Extract/deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/img/check_desktop.png	(from https://deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/css/all.css)
23:46:35	743/743	---M--	200	added ('OK')	image/png	etag:%2298e1083cfc867566074030d6fb53a3cd%22	https://deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/img/circle-outline_desktop.png	C:/Users/Sumair%20Shah/Desktop/rest/Extract/deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/img/circle-outline_desktop.png	(from https://deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/css/all.css)
23:46:35	489/489	---M--	200	added ('OK')	image/png	etag:%22b2850366cf3a073d79ba6e41fbdde878%22	https://deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/img/circle_desktop.png	C:/Users/Sumair%20Shah/Desktop/rest/Extract/deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/img/circle_desktop.png	(from https://deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/css/all.css)
23:46:36	3204/3204	---M--	200	added ('OK')	image/png	date:Fri,%2019%20Aug%202022%2002:51:32%20GMT	http://csscheckbox.com/checkboxes/dark-check-green.png	C:/Users/Sumair%20Shah/Desktop/rest/Extract/csscheckbox.com/checkboxes/dark-check-green.png	(from https://deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/css/all.css)
23:46:38	18905/18905	---M--	200	added ('OK')	image/png	etag:%229ddf874bb657efcb61fca231a26f6100%22	https://deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/images/close.png	C:/Users/Sumair%20Shah/Desktop/rest/Extract/deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/images/close.png	(from https://deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/css/style.css)
23:46:38	223/223	---M--	200	added ('OK')	image/png	etag:%2294d736977c0f94def4da3dc100d4aec0%22	https://deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/img/facebook-16.png	C:/Users/Sumair%20Shah/Desktop/rest/Extract/deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/img/facebook-16.png	(from https://deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/css/style.css)
23:46:39	15514/15514	---M--	200	added ('OK')	image/png	etag:%226feff8d3447a9d6ed63461f6e061a48a%22	https://deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/img/google-g-logo-white_small.png	C:/Users/Sumair%20Shah/Desktop/rest/Extract/deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/img/google-g-logo-white_small.png	(from https://deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/css/style.css)
23:46:40	255/255	---MC-	403	error ('Forbidden')	application/xml	date:Mon,%2005%20Aug%202024%2018:46:41%20GMT	https://deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/images/organic-pizza.png	C:/Users/Sumair%20Shah/Desktop/rest/Extract/deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/images/organic-pizza.be.delayed	(from https://deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/css/style.css)
23:46:42	288915/288915	---M--	200	added ('OK')	image/png	etag:%2226d3f3cf5bc0f23582d299c90b5fd6ec%22	https://deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/img/landing.png	C:/Users/Sumair%20Shah/Desktop/rest/Extract/deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/img/landing.png	(from https://deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/css/platina.css)
23:46:43	81986/81986	---M--	200	added ('OK')	image/jpeg	etag:%22c12f6d2d364858f9f8f294bfea4d885a%22	https://deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/img/about.jpg	C:/Users/Sumair%20Shah/Desktop/rest/Extract/deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/img/about.jpg	(from https://deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/css/platina.css)
23:46:43	26193/26193	---M--	200	added ('OK')	image/png	etag:%220109af7777c15a5e154d94b3745136cf%22	https://deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/img/selectStoreBg.png	C:/Users/Sumair%20Shah/Desktop/rest/Extract/deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/img/selectStoreBg.png	(from https://deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/css/platina.css)
23:46:45	317019/317019	---M--	200	added ('OK')	image/jpeg	etag:%2216274ab225808cd6bf7223a9d3b84aa1%22	https://d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/rowville/uploads/bgheader.jpg	C:/Users/Sumair%20Shah/Desktop/rest/Extract/d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/rowville/uploads/bgheader.jpg	(from https://d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/rowville/themes_oo.css)
23:46:46	31393/31393	---M--	200	added ('OK')	image/jpeg	etag:%22860854fc757b488cb276c2c8c860d1ec%22	https://d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/rowville/uploads/bg-default.jpg	C:/Users/Sumair%20Shah/Desktop/rest/Extract/d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/rowville/uploads/bg-default.jpg	(from https://d2ova09jg8x3xk.cloudfront.net/amalfipizza.com.au/rowville/themes_oo.css)
23:46:47	255/255	---MC-	403	error ('Forbidden')	application/xml	date:Mon,%2005%20Aug%202024%2018:46:47%20GMT	https://deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/scripts/indicator.gif	C:/Users/Sumair%20Shah/Desktop/rest/Extract/deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/scripts/indicator.c4.delayed	(from https://deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/scripts/autocomplete.css)
23:46:48	15287/15287	---M--	200	added ('OK')	image/png	etag:%2211e57e492ee0311540967cc7a1e6e3e2%22	https://deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/scripts/fancybox/fancybox.png	C:/Users/Sumair%20Shah/Desktop/rest/Extract/deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/scripts/fancybox/fancybox.png	(from https://deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/scripts/fancybox/jquery.fancybox-1.3.4.css)
23:46:48	43/43	---M--	200	added ('OK')	image/gif	etag:%22325472601571f31e1bf00674c368d335%22	https://deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/scripts/fancybox/blank.gif	C:/Users/Sumair%20Shah/Desktop/rest/Extract/deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/scripts/fancybox/blank.gif	(from https://deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/scripts/fancybox/jquery.fancybox-1.3.4.css)
23:46:49	203/203	---M--	200	added ('OK')	image/png	etag:%22168696d8a694214090ef90e029cdf393%22	https://deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/scripts/fancybox/fancybox-x.png	C:/Users/Sumair%20Shah/Desktop/rest/Extract/deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/scripts/fancybox/fancybox-x.png	(from https://deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/scripts/fancybox/jquery.fancybox-1.3.4.css)
23:46:50	176/176	---M--	200	added ('OK')	image/png	etag:%2236a58859beb9a6b19322a37466b9f78e%22	https://deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/scripts/fancybox/fancybox-y.png	C:/Users/Sumair%20Shah/Desktop/rest/Extract/deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/scripts/fancybox/fancybox-y.png	(from https://deliverit-online-resources-prd.s3.ap-southeast-2.amazonaws.com/templates/template4/scripts/fancybox/jquery.fancybox-1.3.4.css)
